,date,T2M,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,year,plant_name
0,20220101,27.18,75.07,0.37,1.94,4.8086,2022,Kasaragod Solar Park
1,20220102,26.96,73.87,0.17,1.53,5.7336,2022,Kasaragod Solar Park
2,20220103,26.74,70.92,0.05,1.56,5.6462,2022,Kasaragod Solar Park
3,20220104,26.45,68.36,0.02,1.45,5.6357,2022,Kasaragod Solar Park
4,20220105,26.08,72.43,0.06,1.09,5.3717,2022,Kasaragod Solar Park
5,20220106,26.17,72.09,0.0,1.61,5.5627,2022,Kasaragod Solar Park
6,20220107,26.41,74.84,0.02,1.38,4.6058,2022,Kasaragod Solar Park
7,20220108,26.31,77.03,0.03,1.84,4.9562,2022,Kasaragod Solar Park
8,20220109,26.01,76.97,0.01,2.28,5.2747,2022,Kasaragod Solar Park
9,20220110,25.76,78.11,0.0,2.29,5.3196,2022,Kasaragod Solar Park
10,20220111,25.77,78.29,0.0,2.99,5.6162,2022,Kasaragod Solar Park
11,20220112,24.83,79.78,0.01,2.86,5.4175,2022,Kasaragod Solar Park
12,20220113,24.4,76.87,0.0,2.14,5.7689,2022,Kasaragod Solar Park
13,20220114,24.85,74.01,0.0,2.08,5.9743,2022,Kasaragod Solar Park
14,20220115,25.65,73.58,0.0,2.47,5.9753,2022,Kasaragod Solar Park
15,20220116,26.67,71.89,0.01,2.11,5.4482,2022,Kasaragod Solar Park
16,20220117,27.0,73.07,0.82,1.66,4.6186,2022,Kasaragod Solar Park
17,20220118,27.03,71.45,0.17,2.16,5.6489,2022,Kasaragod Solar Park
18,20220119,26.76,68.93,0.04,1.73,5.6537,2022,Kasaragod Solar Park
19,20220120,25.81,70.54,0.01,2.18,5.9964,2022,Kasaragod Solar Park
20,20220121,26.08,71.53,0.0,2.35,6.0842,2022,Kasaragod Solar Park
21,20220122,25.88,76.31,0.0,2.49,5.9779,2022,Kasaragod Solar Park
22,20220123,25.04,74.86,0.01,2.59,6.0662,2022,Kasaragod Solar Park
23,20220124,24.91,71.98,0.02,2.64,6.2866,2022,Kasaragod Solar Park
24,20220125,24.34,66.51,0.0,2.3,6.0456,2022,Kasaragod Solar Park
25,20220126,24.71,72.28,0.04,2.44,5.6431,2022,Kasaragod Solar Park
26,20220127,26.14,74.25,0.12,2.34,5.6501,2022,Kasaragod Solar Park
27,20220128,27.43,70.15,0.15,1.96,5.501,2022,Kasaragod Solar Park
28,20220129,27.25,66.91,0.02,2.12,5.6112,2022,Kasaragod Solar Park
29,20220130,27.46,71.05,0.0,1.82,5.803,2022,Kasaragod Solar Park
30,20220131,27.36,73.4,0.02,1.85,5.8404,2022,Kasaragod Solar Park
31,20220201,27.39,72.2,0.0,1.94,5.879,2022,Kasaragod Solar Park
32,20220202,27.22,72.82,0.01,2.12,5.4091,2022,Kasaragod Solar Park
33,20220203,26.62,74.71,0.01,2.3,5.5812,2022,Kasaragod Solar Park
34,20220204,25.59,71.27,0.01,2.42,6.5429,2022,Kasaragod Solar Park
35,20220205,25.37,67.52,0.0,1.97,6.6871,2022,Kasaragod Solar Park
36,20220206,25.74,74.53,0.01,2.11,5.3191,2022,Kasaragod Solar Park
37,20220207,26.57,74.47,0.01,2.69,5.9664,2022,Kasaragod Solar Park
38,20220208,26.76,74.58,0.02,2.95,5.6124,2022,Kasaragod Solar Park
39,20220209,26.78,74.78,0.02,2.83,5.5003,2022,Kasaragod Solar Park
40,20220210,27.33,70.06,0.07,2.78,5.7845,2022,Kasaragod Solar Park
41,20220211,27.78,60.04,0.0,2.25,6.3065,2022,Kasaragod Solar Park
42,20220212,27.8,63.04,0.02,1.83,6.3372,2022,Kasaragod Solar Park
43,20220213,27.75,67.26,0.08,1.72,6.2261,2022,Kasaragod Solar Park
44,20220214,27.48,70.28,0.25,1.65,5.8632,2022,Kasaragod Solar Park
45,20220215,27.31,69.88,0.1,1.67,4.7318,2022,Kasaragod Solar Park
46,20220216,27.1,69.58,0.15,2.09,4.6068,2022,Kasaragod Solar Park
47,20220217,27.0,68.56,0.44,2.03,5.3376,2022,Kasaragod Solar Park
48,20220218,27.99,66.97,0.25,1.95,5.6407,2022,Kasaragod Solar Park
49,20220219,28.26,64.77,0.02,2.06,6.439,2022,Kasaragod Solar Park
50,20220220,27.95,69.16,0.0,1.9,6.4118,2022,Kasaragod Solar Park
51,20220221,27.79,68.59,0.0,2.42,6.5832,2022,Kasaragod Solar Park
52,20220222,27.55,67.99,0.0,2.78,6.2748,2022,Kasaragod Solar Park
53,20220223,28.23,64.34,0.0,2.16,5.9746,2022,Kasaragod Solar Park
54,20220224,27.97,67.34,0.05,2.04,6.7056,2022,Kasaragod Solar Park
55,20220225,28.5,67.16,0.05,2.1,6.9494,2022,Kasaragod Solar Park
56,20220226,27.97,60.11,0.03,2.13,6.9398,2022,Kasaragod Solar Park
57,20220227,27.98,63.15,0.03,2.17,6.8813,2022,Kasaragod Solar Park
58,20220228,28.35,62.59,0.07,2.26,6.793,2022,Kasaragod Solar Park
59,20220301,28.66,63.08,0.06,2.06,6.4015,2022,Kasaragod Solar Park
60,20220302,28.96,55.79,0.03,2.1,6.6089,2022,Kasaragod Solar Park
61,20220303,29.12,50.39,0.02,2.35,7.3248,2022,Kasaragod Solar Park
62,20220304,29.33,48.89,0.01,2.12,7.2223,2022,Kasaragod Solar Park
63,20220305,28.96,54.04,0.0,2.21,7.1743,2022,Kasaragod Solar Park
64,20220306,29.27,57.04,0.06,1.98,6.966,2022,Kasaragod Solar Park
65,20220307,29.35,56.84,0.07,2.07,6.5626,2022,Kasaragod Solar Park
66,20220308,29.23,63.82,0.08,2.07,6.1812,2022,Kasaragod Solar Park
67,20220309,29.21,67.68,0.28,1.97,6.4982,2022,Kasaragod Solar Park
68,20220310,29.42,64.8,0.2,2.18,6.3936,2022,Kasaragod Solar Park
69,20220311,29.79,60.75,0.11,2.21,6.8834,2022,Kasaragod Solar Park
70,20220312,29.65,58.74,0.08,2.09,6.7678,2022,Kasaragod Solar Park
71,20220313,30.07,56.48,0.11,1.62,6.9264,2022,Kasaragod Solar Park
72,20220314,29.78,59.99,0.1,1.99,6.5266,2022,Kasaragod Solar Park
73,20220315,29.72,67.77,0.19,2.14,6.3396,2022,Kasaragod Solar Park
74,20220316,29.63,66.72,0.1,2.21,6.0794,2022,Kasaragod Solar Park
75,20220317,29.56,67.58,0.34,2.11,5.8058,2022,Kasaragod Solar Park
76,20220318,29.33,69.25,1.38,1.95,5.6244,2022,Kasaragod Solar Park
77,20220319,28.81,70.64,1.27,2.09,4.638,2022,Kasaragod Solar Park
78,20220320,28.28,72.07,1.34,2.04,4.9762,2022,Kasaragod Solar Park
79,20220321,28.45,70.43,1.43,2.14,6.1524,2022,Kasaragod Solar Park
80,20220322,28.17,76.3,3.7,2.3,4.409,2022,Kasaragod Solar Park
81,20220323,28.79,77.19,4.15,2.04,4.807,2022,Kasaragod Solar Park
82,20220324,27.58,77.37,10.28,1.63,4.1088,2022,Kasaragod Solar Park
83,20220325,28.19,76.95,2.62,2.11,4.4443,2022,Kasaragod Solar Park
84,20220326,28.53,76.63,2.01,2.44,5.4206,2022,Kasaragod Solar Park
85,20220327,28.88,77.42,1.35,2.75,5.5805,2022,Kasaragod Solar Park
86,20220328,29.35,75.86,0.72,2.89,6.2076,2022,Kasaragod Solar Park
87,20220329,29.08,75.81,0.7,2.2,5.4216,2022,Kasaragod Solar Park
88,20220330,29.06,75.02,0.87,1.85,6.2266,2022,Kasaragod Solar Park
89,20220331,28.76,76.66,0.94,1.88,5.5526,2022,Kasaragod Solar Park
90,20220401,28.67,76.49,2.58,1.84,5.0878,2022,Kasaragod Solar Park
91,20220402,28.45,75.14,3.8,1.49,5.2882,2022,Kasaragod Solar Park
92,20220403,29.08,72.68,1.11,2.1,6.059,2022,Kasaragod Solar Park
93,20220404,29.69,71.86,1.08,2.31,6.4435,2022,Kasaragod Solar Park
94,20220405,29.23,74.02,3.55,2.29,6.2299,2022,Kasaragod Solar Park
95,20220406,28.54,76.7,2.19,2.12,5.9381,2022,Kasaragod Solar Park
96,20220407,28.48,79.08,1.07,2.32,5.9602,2022,Kasaragod Solar Park
97,20220408,28.51,80.17,2.85,1.79,5.5154,2022,Kasaragod Solar Park
98,20220409,27.95,84.18,7.48,2.14,5.0542,2022,Kasaragod Solar Park
99,20220410,27.9,82.81,6.19,2.81,5.4473,2022,Kasaragod Solar Park
100,20220411,28.79,78.63,2.22,2.24,5.233,2022,Kasaragod Solar Park
101,20220412,28.32,81.62,4.02,1.77,3.5561,2022,Kasaragod Solar Park
102,20220413,27.83,83.24,9.06,1.88,2.7319,2022,Kasaragod Solar Park
103,20220414,28.2,72.92,6.64,1.28,3.7426,2022,Kasaragod Solar Park
104,20220415,28.56,70.91,0.64,1.28,5.7972,2022,Kasaragod Solar Park
105,20220416,28.9,74.09,1.03,1.58,6.4366,2022,Kasaragod Solar Park
106,20220417,28.93,73.99,2.41,1.59,6.5508,2022,Kasaragod Solar Park
107,20220418,28.82,75.1,3.06,1.83,6.4363,2022,Kasaragod Solar Park
108,20220419,28.37,80.98,5.47,3.29,5.5913,2022,Kasaragod Solar Park
109,20220420,28.99,77.34,0.17,2.28,6.9394,2022,Kasaragod Solar Park
110,20220421,29.06,78.54,1.46,1.59,6.9386,2022,Kasaragod Solar Park
111,20220422,29.34,76.33,3.32,1.73,6.6058,2022,Kasaragod Solar Park
112,20220423,28.39,80.53,5.25,1.34,4.9478,2022,Kasaragod Solar Park
113,20220424,28.78,78.96,3.32,1.77,5.6628,2022,Kasaragod Solar Park
114,20220425,28.64,82.56,3.17,1.52,6.1994,2022,Kasaragod Solar Park
115,20220426,29.25,76.71,2.35,2.09,6.7922,2022,Kasaragod Solar Park
116,20220427,30.19,72.52,1.6,1.8,6.8585,2022,Kasaragod Solar Park
117,20220428,29.17,79.51,2.12,1.45,6.0658,2022,Kasaragod Solar Park
118,20220429,29.07,81.16,3.75,2.5,6.0715,2022,Kasaragod Solar Park
119,20220430,29.23,77.82,1.91,2.45,5.9345,2022,Kasaragod Solar Park
120,20220501,29.02,77.16,1.62,2.2,4.4647,2022,Kasaragod Solar Park
121,20220502,29.28,75.01,1.56,2.56,6.239,2022,Kasaragod Solar Park
122,20220503,29.36,76.99,9.71,2.85,6.0617,2022,Kasaragod Solar Park
123,20220504,28.97,81.74,8.7,2.65,4.374,2022,Kasaragod Solar Park
124,20220505,28.16,80.36,28.28,2.85,4.6992,2022,Kasaragod Solar Park
125,20220506,28.41,81.31,5.41,2.88,4.9862,2022,Kasaragod Solar Park
126,20220507,28.29,81.1,5.68,2.72,5.6093,2022,Kasaragod Solar Park
127,20220508,28.95,78.1,4.38,2.94,5.3297,2022,Kasaragod Solar Park
128,20220509,28.62,82.81,6.85,3.36,3.083,2022,Kasaragod Solar Park
129,20220510,29.05,78.14,3.4,4.31,3.7368,2022,Kasaragod Solar Park
130,20220511,28.41,79.14,10.48,3.18,1.8451,2022,Kasaragod Solar Park
131,20220512,27.05,83.13,20.24,3.38,1.8806,2022,Kasaragod Solar Park
132,20220513,26.54,85.61,23.76,3.17,3.4522,2022,Kasaragod Solar Park
133,20220514,26.69,89.36,14.85,3.51,3.834,2022,Kasaragod Solar Park
134,20220515,26.92,88.15,30.44,3.84,3.905,2022,Kasaragod Solar Park
135,20220516,27.0,87.56,32.85,3.77,2.6256,2022,Kasaragod Solar Park
136,20220517,27.3,82.37,43.92,3.13,2.3748,2022,Kasaragod Solar Park
137,20220518,27.21,87.54,63.93,4.26,1.6831,2022,Kasaragod Solar Park
138,20220519,27.15,81.82,46.99,3.46,1.6735,2022,Kasaragod Solar Park
139,20220520,25.91,83.1,7.07,1.7,3.425,2022,Kasaragod Solar Park
140,20220521,26.67,81.29,5.79,1.73,4.9831,2022,Kasaragod Solar Park
141,20220522,27.15,86.24,5.39,2.26,2.1367,2022,Kasaragod Solar Park
142,20220523,27.89,86.17,5.4,2.76,5.7586,2022,Kasaragod Solar Park
143,20220524,28.06,87.95,3.31,2.53,6.185,2022,Kasaragod Solar Park
144,20220525,28.17,87.48,9.17,2.3,6.3941,2022,Kasaragod Solar Park
145,20220526,27.89,86.79,7.14,2.46,5.8414,2022,Kasaragod Solar Park
146,20220527,27.27,87.62,9.76,2.43,5.9652,2022,Kasaragod Solar Park
147,20220528,27.47,82.84,2.86,1.85,5.557,2022,Kasaragod Solar Park
148,20220529,27.34,81.79,2.08,1.78,6.739,2022,Kasaragod Solar Park
149,20220530,27.71,79.48,4.74,2.18,5.8541,2022,Kasaragod Solar Park
150,20220531,27.53,82.26,8.94,2.59,5.1473,2022,Kasaragod Solar Park
151,20220601,26.98,86.07,8.54,1.95,4.8778,2022,Kasaragod Solar Park
152,20220602,26.21,88.11,4.51,2.9,5.0688,2022,Kasaragod Solar Park
153,20220603,26.98,86.79,6.76,2.73,6.0314,2022,Kasaragod Solar Park
154,20220604,27.82,82.9,2.97,2.66,6.4171,2022,Kasaragod Solar Park
155,20220605,27.71,85.28,6.8,1.9,5.2966,2022,Kasaragod Solar Park
156,20220606,27.45,84.43,9.35,1.63,4.9375,2022,Kasaragod Solar Park
157,20220607,27.17,82.04,14.92,1.29,3.959,2022,Kasaragod Solar Park
158,20220608,27.27,85.65,3.38,2.89,4.7189,2022,Kasaragod Solar Park
159,20220609,27.77,80.38,2.23,2.92,6.5902,2022,Kasaragod Solar Park
160,20220610,27.47,81.62,5.93,2.77,5.238,2022,Kasaragod Solar Park
161,20220611,27.08,82.0,15.51,1.51,4.4851,2022,Kasaragod Solar Park
162,20220612,26.22,82.28,18.27,1.84,3.0593,2022,Kasaragod Solar Park
163,20220613,26.4,85.93,19.22,1.98,5.1809,2022,Kasaragod Solar Park
164,20220614,27.09,80.96,13.16,2.12,5.9657,2022,Kasaragod Solar Park
165,20220615,26.78,84.13,22.5,1.66,4.0459,2022,Kasaragod Solar Park
166,20220616,26.54,85.08,10.65,2.68,5.207,2022,Kasaragod Solar Park
167,20220617,26.73,80.22,5.24,1.85,5.2922,2022,Kasaragod Solar Park
168,20220618,25.84,84.97,15.63,2.45,4.5708,2022,Kasaragod Solar Park
169,20220619,26.18,79.46,2.71,1.97,4.355,2022,Kasaragod Solar Park
170,20220620,26.68,81.24,18.35,1.63,4.5031,2022,Kasaragod Solar Park
171,20220621,26.72,86.05,23.91,2.69,3.1466,2022,Kasaragod Solar Park
172,20220622,26.55,86.47,23.85,2.43,2.8231,2022,Kasaragod Solar Park
173,20220623,26.42,84.69,38.4,2.14,3.3293,2022,Kasaragod Solar Park
174,20220624,26.35,88.31,63.15,3.45,4.333,2022,Kasaragod Solar Park
175,20220625,26.5,87.91,28.01,3.0,3.211,2022,Kasaragod Solar Park
176,20220626,27.04,87.41,14.12,3.65,4.7842,2022,Kasaragod Solar Park
177,20220627,27.11,87.15,18.31,2.84,4.4674,2022,Kasaragod Solar Park
178,20220628,26.8,88.45,32.17,2.58,3.4714,2022,Kasaragod Solar Park
179,20220629,26.67,90.02,53.0,3.14,2.9297,2022,Kasaragod Solar Park
180,20220630,26.63,87.21,61.05,3.68,1.5655,2022,Kasaragod Solar Park
181,20220701,26.41,88.46,37.19,3.35,2.3854,2022,Kasaragod Solar Park
182,20220702,26.32,90.29,42.34,3.39,3.372,2022,Kasaragod Solar Park
183,20220703,26.04,89.41,60.72,3.86,3.3094,2022,Kasaragod Solar Park
184,20220704,26.18,88.65,47.1,4.57,1.5,2022,Kasaragod Solar Park
185,20220705,26.15,90.02,63.77,3.99,1.2694,2022,Kasaragod Solar Park
186,20220706,26.1,90.16,54.66,3.04,1.985,2022,Kasaragod Solar Park
187,20220707,25.76,88.99,96.55,3.59,1.4964,2022,Kasaragod Solar Park
188,20220708,25.64,89.76,70.04,3.79,2.1413,2022,Kasaragod Solar Park
189,20220709,25.84,90.64,99.56,4.13,1.4513,2022,Kasaragod Solar Park
190,20220710,26.0,88.7,31.48,4.21,1.7621,2022,Kasaragod Solar Park
191,20220711,25.87,90.76,37.08,3.75,1.9853,2022,Kasaragod Solar Park
192,20220712,25.62,92.34,47.57,3.0,3.643,2022,Kasaragod Solar Park
193,20220713,25.53,91.99,44.08,3.53,2.7482,2022,Kasaragod Solar Park
194,20220714,25.94,91.87,24.3,3.76,3.5155,2022,Kasaragod Solar Park
195,20220715,26.21,91.28,28.95,2.84,3.4154,2022,Kasaragod Solar Park
196,20220716,26.12,91.57,35.16,2.54,2.1206,2022,Kasaragod Solar Park
197,20220717,25.71,91.01,33.87,2.45,2.3551,2022,Kasaragod Solar Park
198,20220718,25.52,88.27,60.43,3.23,2.2315,2022,Kasaragod Solar Park
199,20220719,25.44,87.71,18.49,1.88,4.0882,2022,Kasaragod Solar Park
200,20220720,25.94,91.43,16.25,3.01,4.7633,2022,Kasaragod Solar Park
201,20220721,25.95,90.71,4.94,2.98,4.6682,2022,Kasaragod Solar Park
202,20220722,25.48,90.55,6.95,3.48,2.9762,2022,Kasaragod Solar Park
203,20220723,25.6,88.6,19.02,2.38,3.7541,2022,Kasaragod Solar Park
204,20220724,25.82,90.13,9.11,2.54,4.0502,2022,Kasaragod Solar Park
205,20220725,26.03,89.24,11.1,2.2,4.4126,2022,Kasaragod Solar Park
206,20220726,26.0,88.61,6.49,2.7,4.8562,2022,Kasaragod Solar Park
207,20220727,25.84,89.52,21.15,2.76,5.2646,2022,Kasaragod Solar Park
208,20220728,26.08,92.53,10.67,3.21,5.7754,2022,Kasaragod Solar Park
209,20220729,26.98,90.42,11.49,2.25,5.4686,2022,Kasaragod Solar Park
210,20220730,26.55,91.95,72.68,3.15,5.743,2022,Kasaragod Solar Park
211,20220731,26.01,90.87,13.57,2.69,4.555,2022,Kasaragod Solar Park
212,20220801,25.36,93.68,58.94,4.6,3.8868,2022,Kasaragod Solar Park
213,20220802,25.14,91.79,65.15,4.31,2.7715,2022,Kasaragod Solar Park
214,20220803,24.94,93.18,97.54,4.29,3.6936,2022,Kasaragod Solar Park
215,20220804,25.43,93.6,118.3,5.19,2.2154,2022,Kasaragod Solar Park
216,20220805,25.55,91.79,76.37,4.07,1.6706,2022,Kasaragod Solar Park
217,20220806,25.52,91.15,29.82,3.98,2.1214,2022,Kasaragod Solar Park
218,20220807,25.56,91.99,41.95,3.73,2.3731,2022,Kasaragod Solar Park
219,20220808,25.51,92.85,20.24,3.57,2.6021,2022,Kasaragod Solar Park
220,20220809,25.43,92.29,14.76,3.17,3.3444,2022,Kasaragod Solar Park
221,20220810,25.47,90.42,10.87,3.06,3.571,2022,Kasaragod Solar Park
222,20220811,25.48,91.71,13.22,2.49,3.7716,2022,Kasaragod Solar Park
223,20220812,25.66,91.16,5.89,2.03,4.1837,2022,Kasaragod Solar Park
224,20220813,25.71,90.55,3.24,1.43,4.2617,2022,Kasaragod Solar Park
225,20220814,25.53,91.89,2.57,1.87,4.3982,2022,Kasaragod Solar Park
226,20220815,25.68,91.18,1.09,1.51,4.6752,2022,Kasaragod Solar Park
227,20220816,25.95,88.63,0.94,1.75,5.5025,2022,Kasaragod Solar Park
228,20220817,26.26,89.01,3.4,2.34,6.1284,2022,Kasaragod Solar Park
229,20220818,26.23,89.09,18.56,2.63,5.3299,2022,Kasaragod Solar Park
230,20220819,25.85,88.35,23.33,2.93,5.0604,2022,Kasaragod Solar Park
231,20220820,25.58,87.73,8.39,2.7,4.907,2022,Kasaragod Solar Park
232,20220821,26.01,90.72,20.25,2.81,3.7764,2022,Kasaragod Solar Park
233,20220822,26.19,90.53,47.11,3.1,3.869,2022,Kasaragod Solar Park
234,20220823,26.07,90.21,53.94,2.6,2.6666,2022,Kasaragod Solar Park
235,20220824,25.17,89.77,51.94,3.3,3.3612,2022,Kasaragod Solar Park
236,20220825,25.82,89.67,17.45,3.63,4.1861,2022,Kasaragod Solar Park
237,20220826,25.48,91.38,23.63,3.54,4.283,2022,Kasaragod Solar Park
238,20220827,24.97,91.35,24.97,3.09,3.4992,2022,Kasaragod Solar Park
239,20220828,25.37,89.97,14.13,3.32,5.1422,2022,Kasaragod Solar Park
240,20220829,25.73,90.57,13.36,4.22,3.6163,2022,Kasaragod Solar Park
241,20220830,25.3,91.07,9.36,3.71,5.2049,2022,Kasaragod Solar Park
242,20220831,25.79,92.01,52.6,2.64,5.0803,2022,Kasaragod Solar Park
243,20220901,25.86,90.67,39.14,1.69,4.5866,2022,Kasaragod Solar Park
244,20220902,25.36,88.86,12.15,1.69,4.7609,2022,Kasaragod Solar Park
245,20220903,25.51,90.78,3.29,1.9,5.6026,2022,Kasaragod Solar Park
246,20220904,25.86,90.62,3.25,1.16,5.9808,2022,Kasaragod Solar Park
247,20220905,25.67,94.23,17.65,2.73,4.6898,2022,Kasaragod Solar Park
248,20220906,25.18,93.86,82.1,3.92,4.1436,2022,Kasaragod Solar Park
249,20220907,25.0,90.75,71.77,3.22,3.527,2022,Kasaragod Solar Park
250,20220908,25.17,88.75,6.04,2.79,3.0554,2022,Kasaragod Solar Park
251,20220909,25.57,89.16,17.7,2.93,3.8227,2022,Kasaragod Solar Park
252,20220910,25.56,90.66,17.7,2.5,3.9274,2022,Kasaragod Solar Park
253,20220911,25.65,91.25,21.52,2.95,3.7776,2022,Kasaragod Solar Park
254,20220912,25.68,90.56,13.29,3.05,4.0481,2022,Kasaragod Solar Park
255,20220913,25.7,89.88,7.11,2.98,3.8582,2022,Kasaragod Solar Park
256,20220914,25.89,89.02,5.96,1.9,4.049,2022,Kasaragod Solar Park
257,20220915,25.8,88.23,8.35,2.16,4.2492,2022,Kasaragod Solar Park
258,20220916,25.87,88.09,6.03,2.48,4.4489,2022,Kasaragod Solar Park
259,20220917,26.3,84.69,5.22,1.99,4.8694,2022,Kasaragod Solar Park
260,20220918,26.11,87.21,3.28,1.98,4.9812,2022,Kasaragod Solar Park
261,20220919,26.23,87.01,4.37,2.8,4.2737,2022,Kasaragod Solar Park
262,20220920,26.1,83.62,1.46,2.3,4.9406,2022,Kasaragod Solar Park
263,20220921,25.93,84.99,0.91,2.29,5.369,2022,Kasaragod Solar Park
264,20220922,25.64,84.83,0.59,1.91,5.298,2022,Kasaragod Solar Park
265,20220923,25.48,85.79,3.35,1.51,5.2582,2022,Kasaragod Solar Park
266,20220924,25.7,87.01,4.91,2.05,5.2932,2022,Kasaragod Solar Park
267,20220925,25.97,86.29,1.43,2.67,6.1642,2022,Kasaragod Solar Park
268,20220926,26.29,85.44,0.79,3.53,5.1946,2022,Kasaragod Solar Park
269,20220927,25.72,86.41,1.31,3.04,6.1099,2022,Kasaragod Solar Park
270,20220928,25.99,84.88,1.34,2.82,5.6714,2022,Kasaragod Solar Park
271,20220929,25.81,86.86,2.1,2.25,5.0866,2022,Kasaragod Solar Park
272,20220930,25.75,88.31,9.85,2.23,3.5942,2022,Kasaragod Solar Park
273,20221001,25.5,85.57,10.8,2.44,2.8538,2022,Kasaragod Solar Park
274,20221002,25.9,86.76,7.43,2.38,4.1378,2022,Kasaragod Solar Park
275,20221003,26.22,87.69,2.96,3.33,4.1894,2022,Kasaragod Solar Park
276,20221004,26.2,88.45,3.05,3.45,4.7822,2022,Kasaragod Solar Park
277,20221005,26.2,87.99,5.35,2.97,3.9982,2022,Kasaragod Solar Park
278,20221006,25.81,84.7,0.96,2.26,3.2729,2022,Kasaragod Solar Park
279,20221007,25.6,85.42,0.6,1.67,5.4557,2022,Kasaragod Solar Park
280,20221008,25.81,82.64,0.51,1.77,6.0838,2022,Kasaragod Solar Park
281,20221009,26.33,85.55,3.65,2.17,4.7688,2022,Kasaragod Solar Park
282,20221010,24.93,86.75,10.01,1.45,3.0775,2022,Kasaragod Solar Park
283,20221011,25.76,86.01,18.91,1.41,3.3756,2022,Kasaragod Solar Park
284,20221012,26.32,85.8,1.06,1.33,5.2822,2022,Kasaragod Solar Park
285,20221013,26.24,87.39,5.44,1.68,5.136,2022,Kasaragod Solar Park
286,20221014,25.58,86.08,10.6,1.22,4.4734,2022,Kasaragod Solar Park
287,20221015,25.97,85.76,6.56,1.19,5.1506,2022,Kasaragod Solar Park
288,20221016,25.55,88.76,30.6,1.54,4.3075,2022,Kasaragod Solar Park
289,20221017,26.34,89.4,13.59,1.72,4.3577,2022,Kasaragod Solar Park
290,20221018,25.32,93.04,11.66,2.52,3.9492,2022,Kasaragod Solar Park
291,20221019,25.41,87.83,4.72,1.27,5.0491,2022,Kasaragod Solar Park
292,20221020,25.68,86.38,10.53,1.31,4.8504,2022,Kasaragod Solar Park
293,20221021,26.14,85.66,12.07,1.43,5.1293,2022,Kasaragod Solar Park
294,20221022,27.04,83.48,1.92,1.29,5.5135,2022,Kasaragod Solar Park
295,20221023,26.99,82.4,0.89,1.39,5.5042,2022,Kasaragod Solar Park
296,20221024,27.05,73.52,0.13,1.48,6.223,2022,Kasaragod Solar Park
297,20221025,26.42,69.3,0.0,1.35,6.4846,2022,Kasaragod Solar Park
298,20221026,26.46,66.87,0.0,1.27,6.503,2022,Kasaragod Solar Park
299,20221027,26.34,68.61,0.0,1.21,6.2474,2022,Kasaragod Solar Park
300,20221028,26.72,69.0,0.01,1.36,5.359,2022,Kasaragod Solar Park
301,20221029,26.82,79.18,0.76,1.58,4.7136,2022,Kasaragod Solar Park
302,20221030,26.5,83.31,1.55,1.62,3.4819,2022,Kasaragod Solar Park
303,20221031,26.76,79.92,2.55,1.38,5.3482,2022,Kasaragod Solar Park
304,20221101,26.67,79.55,0.87,0.94,5.0554,2022,Kasaragod Solar Park
305,20221102,26.8,77.57,6.85,1.04,4.3246,2022,Kasaragod Solar Park
306,20221103,27.2,71.78,1.13,1.0,4.2689,2022,Kasaragod Solar Park
307,20221104,27.32,78.53,2.31,1.58,4.6195,2022,Kasaragod Solar Park
308,20221105,27.12,72.96,1.37,1.52,4.9973,2022,Kasaragod Solar Park
309,20221106,26.6,79.02,2.77,1.25,5.327,2022,Kasaragod Solar Park
310,20221107,27.1,77.77,1.76,1.3,4.5019,2022,Kasaragod Solar Park
311,20221108,27.51,72.68,0.28,1.43,5.3688,2022,Kasaragod Solar Park
312,20221109,27.88,73.16,0.44,1.22,5.2601,2022,Kasaragod Solar Park
313,20221110,27.43,73.35,0.16,1.31,5.3789,2022,Kasaragod Solar Park
314,20221111,27.14,73.3,1.41,1.25,3.5431,2022,Kasaragod Solar Park
315,20221112,26.7,77.46,4.97,1.1,2.5956,2022,Kasaragod Solar Park
316,20221113,26.97,77.86,0.64,1.34,3.5899,2022,Kasaragod Solar Park
317,20221114,27.21,77.42,4.03,2.05,5.2654,2022,Kasaragod Solar Park
318,20221115,26.65,81.86,4.25,1.4,4.3829,2022,Kasaragod Solar Park
319,20221116,26.14,83.45,0.43,1.02,4.2854,2022,Kasaragod Solar Park
320,20221117,26.8,73.84,0.26,0.98,5.2692,2022,Kasaragod Solar Park
321,20221118,26.25,64.87,0.13,1.07,5.2646,2022,Kasaragod Solar Park
322,20221119,25.46,62.39,0.03,1.33,5.8666,2022,Kasaragod Solar Park
323,20221120,25.33,64.18,0.0,1.3,5.4223,2022,Kasaragod Solar Park
324,20221121,25.8,65.78,0.0,1.07,5.767,2022,Kasaragod Solar Park
325,20221122,25.71,74.52,0.12,1.76,4.0238,2022,Kasaragod Solar Park
326,20221123,25.6,86.17,1.68,2.11,2.5898,2022,Kasaragod Solar Park
327,20221124,26.15,87.61,6.77,1.79,2.4902,2022,Kasaragod Solar Park
328,20221125,26.63,85.31,0.78,1.96,4.3714,2022,Kasaragod Solar Park
329,20221126,26.71,81.67,1.53,1.25,4.8804,2022,Kasaragod Solar Park
330,20221127,26.4,84.48,2.68,1.42,4.543,2022,Kasaragod Solar Park
331,20221128,25.74,85.95,6.31,1.06,3.2222,2022,Kasaragod Solar Park
332,20221129,26.33,83.03,6.86,1.06,3.4805,2022,Kasaragod Solar Park
