,date,T2M,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,year,plant_name
3718,20220305,28.74,64.85,0.06,1.47,6.4097,2022,Technopark Solar Installation
3719,20220306,28.74,65.68,1.95,1.73,6.413,2022,Technopark Solar Installation
3720,20220307,28.56,66.35,1.16,1.82,5.9659,2022,Technopark Solar Installation
3721,20220308,28.91,70.92,3.39,1.8,6.8909,2022,Technopark Solar Installation
3722,20220309,29.4,65.06,0.28,1.77,6.9379,2022,Technopark Solar Installation
3723,20220310,29.1,60.81,0.09,1.52,6.8386,2022,Technopark Solar Installation
3724,20220311,29.0,60.72,0.07,1.92,7.0094,2022,Technopark Solar Installation
3725,20220312,29.14,58.05,0.21,1.56,6.7766,2022,Technopark Solar Installation
3726,20220313,28.89,57.06,0.11,2.5,7.1006,2022,Technopark Solar Installation
3727,20220314,29.29,59.39,0.01,1.89,6.7562,2022,Technopark Solar Installation
3728,20220315,28.99,63.04,0.39,1.39,5.8819,2022,Technopark Solar Installation
3729,20220316,28.68,74.61,12.61,2.62,4.6546,2022,Technopark Solar Installation
3730,20220317,28.61,77.2,5.2,2.48,5.1535,2022,Technopark Solar Installation
3731,20220318,28.43,77.25,3.06,2.72,6.0362,2022,Technopark Solar Installation
3732,20220319,27.88,80.01,2.31,3.17,6.0941,2022,Technopark Solar Installation
3733,20220320,28.04,78.04,1.36,4.01,5.629,2022,Technopark Solar Installation
3734,20220321,28.78,71.2,0.07,3.96,6.233,2022,Technopark Solar Installation
3735,20220322,29.09,71.43,0.04,4.03,6.407,2022,Technopark Solar Installation
3736,20220323,29.08,72.32,0.13,2.67,5.8704,2022,Technopark Solar Installation
3737,20220324,28.87,74.13,0.54,2.78,5.7346,2022,Technopark Solar Installation
3738,20220325,28.6,72.85,0.42,2.47,6.3876,2022,Technopark Solar Installation
3739,20220326,29.17,67.96,0.13,1.62,6.5414,2022,Technopark Solar Installation
3740,20220327,29.49,67.7,4.21,1.37,6.4104,2022,Technopark Solar Installation
3741,20220328,29.63,69.18,4.33,1.47,6.667,2022,Technopark Solar Installation
3742,20220329,29.18,73.14,1.4,1.95,6.7493,2022,Technopark Solar Installation
3743,20220330,29.18,71.85,1.42,1.78,6.4301,2022,Technopark Solar Installation
3744,20220331,29.97,67.06,0.58,1.45,6.6974,2022,Technopark Solar Installation
3745,20220401,29.08,72.83,1.55,2.03,6.0425,2022,Technopark Solar Installation
3746,20220402,28.78,72.84,4.67,2.09,5.9059,2022,Technopark Solar Installation
3747,20220403,28.72,72.9,2.59,1.68,6.2371,2022,Technopark Solar Installation
3748,20220404,28.53,75.41,14.03,1.48,6.4771,2022,Technopark Solar Installation
3749,20220405,28.81,72.88,11.7,1.77,6.4066,2022,Technopark Solar Installation
3750,20220406,27.59,78.75,13.78,1.14,6.6218,2022,Technopark Solar Installation
3751,20220407,29.06,70.62,2.88,1.27,6.9607,2022,Technopark Solar Installation
3752,20220408,28.82,73.52,15.44,1.29,3.8549,2022,Technopark Solar Installation
3753,20220409,27.66,77.45,14.35,2.16,5.305,2022,Technopark Solar Installation
3754,20220410,28.13,75.61,7.48,2.6,6.5544,2022,Technopark Solar Installation
3755,20220411,28.19,81.26,24.87,2.39,4.7134,2022,Technopark Solar Installation
3756,20220412,28.51,75.39,8.01,0.87,5.4194,2022,Technopark Solar Installation
3757,20220413,26.9,81.74,18.35,1.51,3.1901,2022,Technopark Solar Installation
3758,20220414,27.49,74.86,2.91,1.81,3.9766,2022,Technopark Solar Installation
3759,20220415,28.63,76.92,0.39,2.02,7.332,2022,Technopark Solar Installation
3760,20220416,28.76,78.73,3.48,2.45,6.7802,2022,Technopark Solar Installation
3761,20220417,28.5,82.37,9.99,2.41,5.9815,2022,Technopark Solar Installation
3762,20220418,27.58,84.16,12.16,3.16,5.6443,2022,Technopark Solar Installation
3763,20220419,27.78,84.21,1.07,3.55,1.6673,2022,Technopark Solar Installation
3764,20220420,28.78,82.25,0.25,2.84,6.6437,2022,Technopark Solar Installation
3765,20220421,28.8,79.97,1.71,1.19,6.4308,2022,Technopark Solar Installation
3766,20220422,27.8,84.24,12.73,2.17,5.5286,2022,Technopark Solar Installation
3767,20220423,28.83,69.11,3.41,1.12,6.2232,2022,Technopark Solar Installation
3768,20220424,29.34,73.05,0.29,1.15,6.9737,2022,Technopark Solar Installation
3769,20220425,29.04,76.37,0.58,1.33,6.3223,2022,Technopark Solar Installation
3770,20220426,29.56,74.62,0.47,1.24,6.3516,2022,Technopark Solar Installation
3771,20220427,30.1,71.63,0.36,1.21,6.0535,2022,Technopark Solar Installation
3772,20220428,29.29,75.92,2.74,1.54,6.0449,2022,Technopark Solar Installation
3773,20220429,28.79,80.38,7.18,1.82,5.6882,2022,Technopark Solar Installation
3774,20220430,28.09,85.72,5.71,2.75,5.8872,2022,Technopark Solar Installation
3775,20220501,28.56,82.99,1.35,3.91,4.9903,2022,Technopark Solar Installation
3776,20220502,28.84,82.01,1.05,4.01,5.5757,2022,Technopark Solar Installation
3777,20220503,28.86,82.27,0.63,3.09,5.8361,2022,Technopark Solar Installation
3778,20220504,28.63,83.92,6.17,2.8,5.1358,2022,Technopark Solar Installation
3779,20220505,28.13,84.88,5.19,3.7,5.1617,2022,Technopark Solar Installation
3780,20220506,27.1,80.48,3.55,2.9,5.2584,2022,Technopark Solar Installation
3781,20220507,28.35,80.23,0.29,3.7,6.053,2022,Technopark Solar Installation
3782,20220508,28.6,82.67,2.16,4.22,5.2385,2022,Technopark Solar Installation
3783,20220509,28.09,85.7,5.39,4.6,3.6043,2022,Technopark Solar Installation
3784,20220510,27.96,86.05,6.25,4.51,3.7452,2022,Technopark Solar Installation
3785,20220511,27.9,83.31,7.32,4.72,4.962,2022,Technopark Solar Installation
3786,20220512,28.15,80.51,4.16,4.52,5.7029,2022,Technopark Solar Installation
3787,20220513,27.35,85.49,10.91,3.95,4.0594,2022,Technopark Solar Installation
3788,20220514,27.21,82.78,36.03,5.34,3.6233,2022,Technopark Solar Installation
3789,20220515,26.8,85.04,28.8,5.5,3.833,2022,Technopark Solar Installation
3790,20220516,27.25,88.03,12.11,5.14,3.2736,2022,Technopark Solar Installation
3791,20220517,27.34,88.06,18.71,4.43,4.8041,2022,Technopark Solar Installation
3792,20220518,27.16,86.76,9.15,4.8,2.1413,2022,Technopark Solar Installation
3793,20220519,26.81,88.22,19.34,3.88,2.2745,2022,Technopark Solar Installation
3794,20220520,27.04,92.04,3.9,3.3,3.5978,2022,Technopark Solar Installation
3795,20220521,27.0,90.71,5.24,4.03,6.6154,2022,Technopark Solar Installation
3796,20220522,27.11,89.56,3.59,4.06,5.9923,2022,Technopark Solar Installation
3797,20220523,26.86,91.08,13.88,3.68,4.4042,2022,Technopark Solar Installation
3798,20220524,26.93,93.36,9.4,3.44,2.167,2022,Technopark Solar Installation
3799,20220525,26.93,92.48,1.73,2.47,5.8433,2022,Technopark Solar Installation
3800,20220526,26.56,91.02,1.69,2.74,4.8588,2022,Technopark Solar Installation
3801,20220527,26.42,86.5,1.03,3.51,6.2047,2022,Technopark Solar Installation
3802,20220528,26.74,86.82,6.0,3.65,5.9026,2022,Technopark Solar Installation
3803,20220529,26.46,89.72,9.39,3.06,5.3182,2022,Technopark Solar Installation
3804,20220530,26.63,86.58,4.86,3.94,5.7564,2022,Technopark Solar Installation
3805,20220531,26.57,84.5,1.92,4.37,5.2032,2022,Technopark Solar Installation
3806,20220601,26.43,85.09,7.26,4.26,5.6935,2022,Technopark Solar Installation
3807,20220602,27.01,85.77,7.12,4.15,5.8553,2022,Technopark Solar Installation
3808,20220603,26.97,87.11,0.94,4.62,5.8826,2022,Technopark Solar Installation
3809,20220604,26.82,87.83,1.05,3.6,5.4646,2022,Technopark Solar Installation
3810,20220605,26.8,89.88,2.04,3.39,5.7151,2022,Technopark Solar Installation
3811,20220606,26.6,90.8,7.46,3.15,4.8799,2022,Technopark Solar Installation
3812,20220607,26.83,86.15,6.34,3.28,3.611,2022,Technopark Solar Installation
3813,20220608,26.67,88.05,0.66,3.7,5.742,2022,Technopark Solar Installation
3814,20220609,27.03,87.57,0.74,3.87,6.2417,2022,Technopark Solar Installation
3815,20220610,26.95,87.83,17.27,4.02,3.8868,2022,Technopark Solar Installation
3816,20220611,26.38,90.53,13.19,2.73,4.3942,2022,Technopark Solar Installation
3817,20220612,26.18,88.02,2.26,3.24,4.0193,2022,Technopark Solar Installation
3818,20220613,26.32,86.86,0.35,3.43,6.4752,2022,Technopark Solar Installation
3819,20220614,27.1,84.27,5.69,3.63,6.3002,2022,Technopark Solar Installation
3820,20220615,26.37,87.45,5.41,3.69,3.6408,2022,Technopark Solar Installation
3821,20220616,25.96,89.77,7.07,3.92,5.6095,2022,Technopark Solar Installation
3822,20220617,25.5,89.35,1.78,3.89,5.3993,2022,Technopark Solar Installation
3823,20220618,25.76,86.48,0.25,3.68,5.1938,2022,Technopark Solar Installation
3824,20220619,26.31,84.07,0.19,3.64,5.3897,2022,Technopark Solar Installation
3825,20220620,27.07,83.35,1.31,3.54,4.9889,2022,Technopark Solar Installation
3826,20220621,26.36,87.21,2.04,3.73,5.3347,2022,Technopark Solar Installation
3827,20220622,26.68,84.75,1.04,3.18,5.1619,2022,Technopark Solar Installation
3828,20220623,26.39,85.94,9.92,3.39,5.2625,2022,Technopark Solar Installation
3829,20220624,26.43,88.12,11.2,3.46,4.8782,2022,Technopark Solar Installation
3830,20220625,26.4,86.15,5.93,4.66,4.861,2022,Technopark Solar Installation
3831,20220626,26.91,85.78,0.49,3.71,6.3835,2022,Technopark Solar Installation
3832,20220627,26.94,85.58,1.0,3.89,6.1325,2022,Technopark Solar Installation
3833,20220628,26.57,86.78,5.68,4.4,4.3898,2022,Technopark Solar Installation
3834,20220629,26.37,87.89,7.02,4.73,3.5599,2022,Technopark Solar Installation
3835,20220630,26.29,87.38,5.16,5.03,2.6638,2022,Technopark Solar Installation
3836,20220701,26.39,86.88,6.69,5.15,5.1665,2022,Technopark Solar Installation
3837,20220702,26.34,86.79,9.85,5.27,4.213,2022,Technopark Solar Installation
3838,20220703,25.6,89.96,29.82,5.39,1.1014,2022,Technopark Solar Installation
3839,20220704,25.6,89.73,11.68,5.8,4.3164,2022,Technopark Solar Installation
3840,20220705,26.04,86.97,3.69,5.53,2.9539,2022,Technopark Solar Installation
3841,20220706,25.84,88.67,7.15,4.75,4.1839,2022,Technopark Solar Installation
3842,20220707,25.11,90.47,4.51,4.42,3.4025,2022,Technopark Solar Installation
3843,20220708,25.54,86.21,3.06,5.17,5.7511,2022,Technopark Solar Installation
3844,20220709,25.53,87.43,2.23,4.66,4.3735,2022,Technopark Solar Installation
3845,20220710,25.69,87.27,4.25,4.87,3.3562,2022,Technopark Solar Installation
3846,20220711,25.3,86.75,3.24,4.18,5.4319,2022,Technopark Solar Installation
3847,20220712,25.55,88.73,1.09,4.17,4.9889,2022,Technopark Solar Installation
3848,20220713,25.74,91.15,4.55,4.44,5.747,2022,Technopark Solar Installation
3849,20220714,26.15,89.77,4.25,4.53,6.0732,2022,Technopark Solar Installation
3850,20220715,26.09,90.97,9.0,3.59,5.5898,2022,Technopark Solar Installation
3851,20220716,25.82,92.96,6.19,2.79,6.0391,2022,Technopark Solar Installation
3852,20220717,26.06,91.92,4.42,3.26,3.8942,2022,Technopark Solar Installation
3853,20220718,25.44,87.76,3.83,5.48,4.6466,2022,Technopark Solar Installation
3854,20220719,25.7,87.74,1.94,4.43,5.4478,2022,Technopark Solar Installation
3855,20220720,25.48,91.96,2.19,4.62,4.595,2022,Technopark Solar Installation
3856,20220721,25.35,90.89,1.37,4.61,5.8637,2022,Technopark Solar Installation
3857,20220722,25.76,88.74,2.55,4.51,4.2989,2022,Technopark Solar Installation
3858,20220723,25.39,91.01,2.73,3.76,5.6489,2022,Technopark Solar Installation
3859,20220724,25.36,90.37,1.45,3.57,5.088,2022,Technopark Solar Installation
3860,20220725,25.81,89.9,0.64,4.05,6.6046,2022,Technopark Solar Installation
3861,20220726,25.61,87.66,0.46,4.45,5.7173,2022,Technopark Solar Installation
3862,20220727,25.58,89.18,4.12,2.76,5.2584,2022,Technopark Solar Installation
3863,20220728,26.07,87.55,1.36,2.28,5.7132,2022,Technopark Solar Installation
3864,20220729,27.28,83.19,7.91,1.75,6.0487,2022,Technopark Solar Installation
3865,20220730,26.25,88.82,3.25,3.08,5.1199,2022,Technopark Solar Installation
3866,20220731,25.84,89.57,5.93,3.64,6.3494,2022,Technopark Solar Installation
3867,20220801,25.57,89.98,52.28,6.18,2.6978,2022,Technopark Solar Installation
3868,20220802,24.99,90.46,28.76,7.01,2.9916,2022,Technopark Solar Installation
3869,20220803,25.5,90.16,15.53,5.84,4.0099,2022,Technopark Solar Installation
3870,20220804,25.45,90.45,6.1,6.64,3.8088,2022,Technopark Solar Installation
3871,20220805,26.0,86.46,0.85,5.67,3.8861,2022,Technopark Solar Installation
3872,20220806,25.31,92.76,2.39,3.29,5.4703,2022,Technopark Solar Installation
3873,20220807,25.3,93.21,12.51,3.38,5.4533,2022,Technopark Solar Installation
3874,20220808,25.34,93.51,5.36,3.55,4.9042,2022,Technopark Solar Installation
3875,20220809,25.37,92.23,0.37,4.02,5.2032,2022,Technopark Solar Installation
3876,20220810,25.59,89.85,0.23,3.53,6.2542,2022,Technopark Solar Installation
3877,20220811,25.77,90.81,0.34,3.42,6.6754,2022,Technopark Solar Installation
3878,20220812,25.9,88.83,0.23,3.13,6.6725,2022,Technopark Solar Installation
3879,20220813,26.36,87.81,0.04,3.18,5.6863,2022,Technopark Solar Installation
3880,20220814,25.99,87.82,0.1,3.83,5.5207,2022,Technopark Solar Installation
3881,20220815,25.98,88.83,0.05,3.81,6.5419,2022,Technopark Solar Installation
3882,20220816,26.06,90.05,0.12,3.04,6.8513,2022,Technopark Solar Installation
3883,20220817,26.12,88.24,0.17,3.09,6.7327,2022,Technopark Solar Installation
3884,20220818,26.2,90.6,3.61,3.72,6.1426,2022,Technopark Solar Installation
3885,20220819,26.15,88.68,2.76,3.71,5.1691,2022,Technopark Solar Installation
3886,20220820,25.8,89.53,0.68,4.08,4.8994,2022,Technopark Solar Installation
3887,20220821,25.94,89.99,8.75,3.66,4.6404,2022,Technopark Solar Installation
3888,20220822,25.72,90.82,9.41,4.4,3.7927,2022,Technopark Solar Installation
3889,20220823,25.27,88.27,6.33,4.33,3.6994,2022,Technopark Solar Installation
3890,20220824,25.36,88.13,6.15,4.13,3.3281,2022,Technopark Solar Installation
3891,20220825,25.29,87.24,3.56,4.75,4.867,2022,Technopark Solar Installation
3892,20220826,24.92,88.85,9.53,3.64,4.2977,2022,Technopark Solar Installation
3893,20220827,24.52,85.37,2.29,3.78,2.5339,2022,Technopark Solar Installation
3894,20220828,25.13,84.98,3.99,4.68,6.6132,2022,Technopark Solar Installation
3895,20220829,25.16,89.59,7.64,3.75,4.2888,2022,Technopark Solar Installation
3896,20220830,25.37,90.36,11.3,3.81,5.0232,2022,Technopark Solar Installation
3897,20220831,25.22,91.04,24.7,2.29,3.0624,2022,Technopark Solar Installation
3898,20220901,25.02,89.55,14.9,3.28,2.2865,2022,Technopark Solar Installation
3899,20220902,25.4,90.09,3.96,3.46,4.8715,2022,Technopark Solar Installation
3900,20220903,25.57,92.04,11.01,2.92,4.4616,2022,Technopark Solar Installation
3901,20220904,25.97,92.78,7.9,3.31,6.2856,2022,Technopark Solar Installation
3902,20220905,26.17,92.72,7.45,3.73,4.0579,2022,Technopark Solar Installation
3903,20220906,25.25,89.33,4.48,4.28,5.8054,2022,Technopark Solar Installation
3904,20220907,25.12,87.56,2.91,5.09,3.3898,2022,Technopark Solar Installation
3905,20220908,25.37,85.04,1.74,4.04,5.0436,2022,Technopark Solar Installation
3906,20220909,25.67,89.1,2.53,3.5,6.1846,2022,Technopark Solar Installation
3907,20220910,25.87,90.79,3.56,3.64,5.6719,2022,Technopark Solar Installation
3908,20220911,25.93,90.98,2.61,3.68,6.0122,2022,Technopark Solar Installation
3909,20220912,26.01,89.42,1.61,3.72,6.0533,2022,Technopark Solar Installation
3910,20220913,25.95,88.23,0.65,2.97,6.4397,2022,Technopark Solar Installation
3911,20220914,25.84,87.61,0.69,2.83,6.2417,2022,Technopark Solar Installation
3912,20220915,25.95,86.9,0.07,2.94,6.6461,2022,Technopark Solar Installation
3913,20220916,26.04,85.74,0.02,3.6,6.6288,2022,Technopark Solar Installation
3914,20220917,26.15,87.3,0.56,3.44,6.2851,2022,Technopark Solar Installation
3915,20220918,26.33,86.82,0.33,3.44,6.3701,2022,Technopark Solar Installation
3916,20220919,26.58,85.45,0.12,3.64,5.3834,2022,Technopark Solar Installation
3917,20220920,26.13,87.46,0.05,3.24,5.9878,2022,Technopark Solar Installation
3918,20220921,26.02,86.77,0.03,3.41,6.8712,2022,Technopark Solar Installation
3919,20220922,26.29,81.2,0.0,3.71,6.8393,2022,Technopark Solar Installation
3920,20220923,26.09,82.04,0.0,3.71,6.6619,2022,Technopark Solar Installation
3921,20220924,25.91,84.94,0.01,4.03,6.7951,2022,Technopark Solar Installation
3922,20220925,26.19,86.18,0.19,4.03,6.9422,2022,Technopark Solar Installation
3923,20220926,26.43,86.34,0.21,4.35,5.6462,2022,Technopark Solar Installation
3924,20220927,26.39,83.35,0.42,4.51,6.719,2022,Technopark Solar Installation
3925,20220928,26.27,85.71,0.6,3.98,5.3239,2022,Technopark Solar Installation
3926,20220929,26.01,87.91,0.86,3.17,5.7228,2022,Technopark Solar Installation
3927,20220930,25.99,87.79,2.12,3.69,5.6798,2022,Technopark Solar Installation
3928,20221001,26.08,86.96,1.42,4.28,5.303,2022,Technopark Solar Installation
3929,20221002,25.75,87.02,3.72,3.9,5.4209,2022,Technopark Solar Installation
3930,20221003,25.46,86.18,4.73,4.81,4.6783,2022,Technopark Solar Installation
3931,20221004,26.15,87.17,1.73,4.57,5.4454,2022,Technopark Solar Installation
3932,20221005,25.62,85.76,0.47,4.0,4.7652,2022,Technopark Solar Installation
3933,20221006,25.93,86.6,0.5,3.42,4.7258,2022,Technopark Solar Installation
3934,20221007,25.86,86.57,0.95,3.22,4.8977,2022,Technopark Solar Installation
3935,20221008,26.29,83.28,0.32,3.53,6.4697,2022,Technopark Solar Installation
3936,20221009,26.74,83.46,1.52,3.17,4.7561,2022,Technopark Solar Installation
3937,20221010,26.31,84.02,7.77,2.69,5.2512,2022,Technopark Solar Installation
3938,20221011,27.46,78.68,0.6,1.18,6.348,2022,Technopark Solar Installation
3939,20221012,26.97,83.54,3.87,2.77,4.7611,2022,Technopark Solar Installation
3940,20221013,26.15,87.91,16.51,2.7,4.849,2022,Technopark Solar Installation
3941,20221014,26.08,86.89,4.64,3.11,5.6465,2022,Technopark Solar Installation
3942,20221015,26.19,85.67,17.0,1.85,6.0048,2022,Technopark Solar Installation
3943,20221016,26.2,86.7,14.41,2.65,5.0477,2022,Technopark Solar Installation
3944,20221017,26.36,88.24,35.02,3.16,2.4446,2022,Technopark Solar Installation
3945,20221018,25.43,90.97,12.22,3.71,2.1197,2022,Technopark Solar Installation
3946,20221019,25.69,88.52,1.2,3.65,4.6913,2022,Technopark Solar Installation
3947,20221020,25.82,87.65,5.66,3.1,4.7484,2022,Technopark Solar Installation
3948,20221021,25.54,90.33,13.77,2.33,3.3895,2022,Technopark Solar Installation
3949,20221022,26.19,83.47,6.51,1.27,5.9201,2022,Technopark Solar Installation
3950,20221023,25.86,88.05,8.57,1.82,5.0952,2022,Technopark Solar Installation
3951,20221024,26.02,89.54,5.75,2.92,3.421,2022,Technopark Solar Installation
3952,20221025,26.38,86.71,0.88,2.58,5.9638,2022,Technopark Solar Installation
3953,20221026,26.86,82.85,1.31,1.78,5.916,2022,Technopark Solar Installation
3954,20221027,26.58,82.0,2.74,1.17,5.6486,2022,Technopark Solar Installation
3955,20221028,27.43,75.62,3.02,0.99,6.2083,2022,Technopark Solar Installation
3956,20221029,27.37,76.48,3.71,1.3,5.8236,2022,Technopark Solar Installation
3957,20221030,26.73,81.84,10.81,1.41,4.571,2022,Technopark Solar Installation
3958,20221031,26.69,83.43,10.71,1.35,5.5274,2022,Technopark Solar Installation
3959,20221101,25.41,91.73,7.65,3.13,3.6826,2022,Technopark Solar Installation
3960,20221102,25.46,89.02,6.45,2.56,4.0644,2022,Technopark Solar Installation
3961,20221103,25.52,87.56,5.99,2.3,4.2624,2022,Technopark Solar Installation
3962,20221104,25.31,90.41,6.79,1.69,4.92,2022,Technopark Solar Installation
3963,20221105,25.42,88.51,21.51,1.48,3.9094,2022,Technopark Solar Installation
3964,20221106,26.33,79.28,24.94,1.3,5.8075,2022,Technopark Solar Installation
3965,20221107,26.2,81.68,9.93,1.42,5.8901,2022,Technopark Solar Installation
3966,20221108,26.59,80.05,9.72,1.52,3.1375,2022,Technopark Solar Installation
3967,20221109,26.78,80.9,4.23,1.52,4.9363,2022,Technopark Solar Installation
3968,20221110,26.96,79.5,1.3,1.63,5.2855,2022,Technopark Solar Installation
3969,20221111,25.56,88.11,5.86,2.3,3.1301,2022,Technopark Solar Installation
3970,20221112,25.81,87.02,2.08,3.16,4.4239,2022,Technopark Solar Installation
3971,20221113,26.02,86.03,2.19,1.67,4.6567,2022,Technopark Solar Installation
3972,20221114,26.15,83.51,22.36,1.66,2.1518,2022,Technopark Solar Installation
3973,20221115,26.55,80.41,5.97,1.69,3.9914,2022,Technopark Solar Installation
3974,20221116,26.72,77.84,4.88,0.88,3.774,2022,Technopark Solar Installation
3975,20221117,26.3,80.5,4.22,1.02,4.8878,2022,Technopark Solar Installation
3976,20221118,26.72,72.3,1.1,1.46,3.4274,2022,Technopark Solar Installation
3977,20221119,26.21,74.25,0.12,2.05,4.3982,2022,Technopark Solar Installation
3978,20221120,26.14,74.31,0.17,1.94,5.0518,2022,Technopark Solar Installation
3979,20221121,26.61,71.62,0.09,1.68,5.2829,2022,Technopark Solar Installation
3980,20221122,26.19,78.78,0.0,2.67,5.5507,2022,Technopark Solar Installation
3981,20221123,25.74,75.48,0.0,3.12,5.8502,2022,Technopark Solar Installation
3982,20221124,25.43,71.4,0.0,2.2,5.814,2022,Technopark Solar Installation
3983,20221125,26.42,68.23,0.0,1.55,5.7682,2022,Technopark Solar Installation
3984,20221126,26.86,75.92,0.05,1.69,5.5656,2022,Technopark Solar Installation
3985,20221127,27.06,77.53,0.68,1.39,5.4094,2022,Technopark Solar Installation
3986,20221128,26.87,78.49,5.71,1.27,5.6033,2022,Technopark Solar Installation
3987,20221129,26.99,78.31,8.35,0.85,4.4011,2022,Technopark Solar Installation
3988,20221130,26.86,78.59,1.24,2.07,3.4034,2022,Technopark Solar Installation
3989,20221201,26.21,80.4,0.08,1.98,4.9908,2022,Technopark Solar Installation
3990,20221202,26.66,82.76,7.45,1.98,5.0042,2022,Technopark Solar Installation
3991,20221203,26.8,82.36,6.2,2.06,3.7222,2022,Technopark Solar Installation
3992,20221204,26.68,79.56,14.3,1.8,4.2274,2022,Technopark Solar Installation
3993,20221205,26.44,84.53,3.4,2.7,4.3747,2022,Technopark Solar Installation
3994,20221206,27.2,76.31,0.34,1.94,4.7561,2022,Technopark Solar Installation
3995,20221207,26.25,80.54,0.64,1.36,2.9143,2022,Technopark Solar Installation
3996,20221208,26.44,83.46,0.87,2.72,2.6395,2022,Technopark Solar Installation
3997,20221209,26.1,79.63,0.65,3.4,2.1979,2022,Technopark Solar Installation
3998,20221210,26.07,81.74,10.76,4.04,4.0008,2022,Technopark Solar Installation
3999,20221211,26.42,85.43,17.54,4.12,2.6676,2022,Technopark Solar Installation
4000,20221212,26.7,78.74,0.57,2.74,3.9036,2022,Technopark Solar Installation
4001,20221213,26.64,74.18,0.65,1.45,5.6297,2022,Technopark Solar Installation
4002,20221214,26.46,79.85,6.86,2.12,5.0026,2022,Technopark Solar Installation
4003,20221215,26.23,80.23,1.49,2.32,5.785,2022,Technopark Solar Installation
4004,20221216,25.79,75.47,0.02,2.73,5.999,2022,Technopark Solar Installation
4005,20221217,25.81,79.37,0.0,2.88,5.4218,2022,Technopark Solar Installation
4006,20221218,26.12,79.61,0.02,3.0,4.9339,2022,Technopark Solar Installation
4007,20221219,25.72,73.23,0.31,2.73,3.2707,2022,Technopark Solar Installation
4008,20221220,26.01,80.06,1.81,2.53,4.6858,2022,Technopark Solar Installation
4009,20221221,26.84,77.98,0.09,2.32,5.0498,2022,Technopark Solar Installation
4010,20221222,27.09,76.18,0.02,1.59,4.0462,2022,Technopark Solar Installation
4011,20221223,27.28,72.87,0.01,1.55,5.5567,2022,Technopark Solar Installation
4012,20221224,27.29,75.81,0.02,1.77,5.1778,2022,Technopark Solar Installation
4013,20221225,27.06,80.16,3.6,1.93,4.6954,2022,Technopark Solar Installation
4014,20221226,26.72,84.93,9.27,2.48,4.0303,2022,Technopark Solar Installation
4015,20221227,26.66,86.81,7.04,3.63,4.7146,2022,Technopark Solar Installation
4016,20221228,26.76,82.26,0.76,2.72,4.3922,2022,Technopark Solar Installation
4017,20221229,26.52,80.08,0.09,3.82,5.376,2022,Technopark Solar Installation
4018,20221230,26.0,75.17,0.0,3.07,5.5913,2022,Technopark Solar Installation
4019,20221231,25.92,73.59,0.0,2.72,6.1118,2022,Technopark Solar Installation
4020,20240101,25.78,81.53,0.15,2.98,2.7142,2024,Technopark Solar Installation
4021,20240102,26.41,83.65,0.03,3.81,5.5834,2024,Technopark Solar Installation
4022,20240103,26.42,82.6,0.15,3.25,5.1499,2024,Technopark Solar Installation
4023,20240104,26.96,83.36,1.18,2.61,4.9546,2024,Technopark Solar Installation
4024,20240105,27.25,81.39,0.82,2.03,4.0421,2024,Technopark Solar Installation
4025,20240106,26.78,85.12,1.21,2.64,4.7714,2024,Technopark Solar Installation
4026,20240107,26.98,83.51,0.8,2.49,4.9968,2024,Technopark Solar Installation
4027,20240108,26.25,85.91,1.39,2.46,3.223,2024,Technopark Solar Installation
4028,20240109,25.84,87.73,1.95,4.36,2.0755,2024,Technopark Solar Installation
4029,20240110,25.29,85.88,1.45,4.1,4.4201,2024,Technopark Solar Installation
4030,20240111,25.86,84.65,1.1,4.69,5.4533,2024,Technopark Solar Installation
4031,20240112,25.59,82.98,0.0,4.65,4.6757,2024,Technopark Solar Installation
4032,20240113,25.54,82.66,0.0,3.7,6.0298,2024,Technopark Solar Installation
4033,20240114,25.86,83.29,0.0,3.82,5.7456,2024,Technopark Solar Installation
4034,20240115,25.48,79.95,0.0,3.12,5.262,2024,Technopark Solar Installation
4035,20240116,25.03,79.13,0.0,2.75,5.5997,2024,Technopark Solar Installation
4036,20240117,24.83,77.34,0.0,2.77,6.0403,2024,Technopark Solar Installation
4037,20240118,25.71,79.77,0.04,2.06,6.1202,2024,Technopark Solar Installation
4038,20240119,26.83,81.44,0.15,2.46,5.3122,2024,Technopark Solar Installation
4039,20240120,26.88,82.52,0.29,3.35,5.4696,2024,Technopark Solar Installation
4040,20240121,26.99,79.93,0.12,3.41,6.0972,2024,Technopark Solar Installation
4041,20240122,26.94,79.83,0.12,2.9,6.1618,2024,Technopark Solar Installation
4042,20240123,26.31,77.97,0.0,3.04,5.8013,2024,Technopark Solar Installation
4043,20240124,26.2,79.37,0.0,2.46,5.8838,2024,Technopark Solar Installation
4044,20240125,26.42,76.6,0.01,2.43,4.681,2024,Technopark Solar Installation
4045,20240126,26.18,75.86,0.01,3.62,6.3077,2024,Technopark Solar Installation
4046,20240127,25.7,75.41,0.0,3.73,6.6065,2024,Technopark Solar Installation
4047,20240128,26.06,77.05,0.0,3.07,6.5078,2024,Technopark Solar Installation
4048,20240129,26.41,72.26,0.0,3.15,6.1469,2024,Technopark Solar Installation
4049,20240130,26.87,72.64,0.55,2.88,6.1109,2024,Technopark Solar Installation
